"","date","time","from","to","vehicle","OD","Type","occupancy_numeric"
"846","2016-09-27","08:08:15 AM","008893013","008812005","P7013","008893013/008812005","P",2
"847","2016-09-27","08:25:56 AM","008833001","008813003","P7401","008833001/008813003","P",0
"848","2016-09-27","08:26:12 AM","008833001","008812005","P7401","008833001/008812005","P",0
"849","2016-09-27","08:33:12 AM","008893013","008893401","L557","008893013/008893401","L",0
"850","2016-09-27","08:40:45 AM","008892007","008814001","IC1507","008892007/008814001","IC",2
"851","2016-09-27","09:01:17 AM","008821337","008821311","S11780","008821337/008821311","S",1
"852","2016-09-27","09:01:21 AM","008821311","008822210","S11780","008821311/008822210","S",1
"853","2016-09-27","09:01:26 AM","008822210","008822228","S11780","008822210/008822228","S",1
"854","2016-09-27","09:12:54 AM","008812005","008811916","IC2409","008812005/008811916","IC",0
"855","2016-09-27","09:32:14 AM","008891009","008892007","IC2809","008891009/008892007","IC",0
"856","2016-09-27","11:30:46 AM","008814001","008895208","S32282","008814001/008895208","S",0
"857","2016-09-27","11:32:23 AM","008813003","008895208","S32282","008813003/008895208","S",0
"858","2016-09-27","12:40:58 PM","008841004","008891702","IC535","008841004/008891702","IC",1
"859","2016-09-27","12:44:39 PM","008821311","008822004","S11984","008821311/008822004","S",0
"860","2016-09-27","12:44:46 PM","008821311","008822004","S11984","008821311/008822004","S",0
"861","2016-09-27","01:41:56 PM","008892007","008891702","IC533","008892007/008891702","IC",1
"862","2016-09-27","01:49:31 PM","008814001","008841400","IC1712","008814001/008841400","IC",0
"863","2016-09-27","04:09:25 PM","008814001","008841400","IC1714","008814001/008841400","IC",2
"864","2016-09-27","04:15:18 PM","008892007","008892080","L786","008892007/008892080","L",2
"865","2016-09-27","04:15:34 PM","008892007","008892601","L786","008892007/008892601","L",2
"866","2016-09-27","04:21:28 PM","008813003","008822004","IC4515","008813003/008822004","IC",1
"867","2016-09-27","04:23:36 PM","008819406","008812005","2338","008819406/008812005","Extra",0
"868","2016-09-27","04:23:45 PM","008812005","008813003","2338","008812005/008813003","Extra",1
"869","2016-09-27","04:23:51 PM","008813003","008814001","2338","008813003/008814001","Extra",1
"870","2016-09-27","04:23:55 PM","008814001","008895802","2338","008814001/008895802","Extra",2
"871","2016-09-27","04:24:00 PM","008895802","008895208","2338","008895802/008895208","Extra",2
"872","2016-09-27","04:24:06 PM","008895208","008892601","2338","008895208/008892601","Extra",1
"873","2016-09-27","04:24:12 PM","008892601","008896008","2338","008892601/008896008","Extra",1
"874","2016-09-27","04:24:18 PM","008896008","008896925","2338","008896008/008896925","Extra",1
"875","2016-09-27","04:24:22 PM","008896925","(null)","2338","008896925/(null)","Extra",1
"876","2016-09-27","04:24:29 PM","008896800","008892205","2338","008896800/008892205","Extra",2
"877","2016-09-27","04:48:28 PM","008812005","008821535","IC3316","008812005/008821535","IC",1
"878","2016-09-27","04:50:20 PM","008811189","008812005","S11988","008811189/008812005","S",0
"879","2016-09-27","04:50:32 PM","008814001","008814118","S11988","008814001/008814118","S",2
"880","2016-09-27","04:52:23 PM","008892007","008833001","IC515","008892007/008833001","IC",0
"881","2016-09-27","04:54:55 PM","008814001","008813003","IC515","008814001/008813003","IC",1
"882","2016-09-27","04:57:49 PM","008892007","008813003","IC416","008892007/008813003","IC",1
"883","2016-09-27","04:58:48 PM","008811189","008822004","IC3415","008811189/008822004","IC",2
"884","2016-09-27","05:10:11 PM","008822004","008814001","IC4538","008822004/008814001","IC",2
"885","2016-09-27","05:13:02 PM","008822004","008822111","IC4138","008822004/008822111","IC",2
"886","2016-09-27","05:20:20 PM","008812005","008833001","IC515","008812005/008833001","IC",2
"887","2016-09-27","05:20:30 PM","008812211","008812005","S102087","008812211/008812005","S",0
"888","2016-09-27","05:29:28 PM","008814001","008814118","S11988","008814001/008814118","S",2
"889","2016-09-27","05:54:01 PM","008894425","008894433","L2688","008894425/008894433","L",0
"890","2016-09-27","06:04:40 PM","008814001","008814308","S23788","008814001/008814308","S",2
"891","2016-09-27","06:19:27 PM","008821006","008892007","IC1839","008821006/008892007","IC",0
"892","2016-09-27","06:43:27 PM","008892007","008891009","IC539","008892007/008891009","IC",0
"893","2016-09-27","07:37:32 PM","008814001","008813003","IC1718","008814001/008813003","IC",0
"894","2016-09-27","09:05:38 PM","008894748","008821196","IC1806","008894748/008821196","IC",2
"895","2016-09-27","09:05:44 PM","008894748","008821196","IC1806","008894748/008821196","IC",0
"896","2016-09-27","09:05:55 PM","008894748","008821196","P7291","008894748/008821196","P",2
"897","2016-09-27","11:20:16 PM","008831807","008831005","IC1504","008831807/008831005","IC",2
"898","2016-09-27","11:20:27 PM","008831807","008831005","P7311","008831807/008831005","P",1
"899","2016-09-28","01:30:43 AM","008821600","008812005","IC3430","008821600/008812005","IC",2
"900","2016-09-28","06:32:54 AM","008821600","008821121","IC4326","008821600/008821121","IC",0
"901","2016-09-28","06:33:03 AM","008811601","008863008","IC2105","008811601/008863008","IC",1
"902","2016-09-28","06:47:31 AM","008895091","008895000","S102055","008895091/008895000","S",0
"903","2016-09-28","07:00:44 AM","008814167","008813003","S11757","008814167/008813003","S",2
"904","2016-09-28","07:03:40 AM","008814308","008814001","S61555","008814308/008814001","S",2
"905","2016-09-28","07:07:53 AM","008814308","008814001","IC3205","008814308/008814001","IC",1
"906","2016-09-28","07:30:56 AM","008811007","008813003","S61579","008811007/008813003","S",0
"907","2016-09-28","07:35:45 AM","008814308","008811171","S73457","008814308/008811171","S",1
"908","2016-09-28","07:45:57 AM","008814308","008812005","S23757","008814308/008812005","S",1
"909","2016-09-28","07:46:36 AM","008894672","008894508","L2757","008894672/008894508","L",1
"910","2016-09-28","07:51:22 AM","008811189","008814001","IC3328","008811189/008814001","IC",0
"911","2016-09-28","08:30:03 AM","008812005","008812211","S102058","008812005/008812211","S",0
"912","2016-09-28","08:42:30 AM","008821337","008821246","S11956","008821337/008821246","S",0
"913","2016-09-28","08:42:35 AM","008821246","008821147","S11956","008821246/008821147","S",0
"914","2016-09-28","11:14:13 AM","008821147","008822004","S11983","008821147/008822004","S",0
"915","2016-09-28","11:27:28 AM","008891009","008892007","IC2811","008891009/008892007","IC",0
"916","2016-09-28","12:36:12 PM","008813003","008814001","IC3727","008813003/008814001","IC",1
"917","2016-09-28","12:36:50 PM","008811510","008811676","S83962","008811510/008811676","S",0
"918","2016-09-28","01:49:59 PM","008831005","008831401","L2484","008831005/008831401","L",0
"919","2016-09-28","03:19:09 PM","008843141","008843208","L4986","008843141/008843208","L",0
"920","2016-09-28","03:22:45 PM","008841525","008864410","L5565","008841525/008864410","L",0
"921","2016-09-28","04:14:08 PM","008813003","008833001","IC1514","008813003/008833001","IC",0
"922","2016-09-28","04:20:47 PM","008811007","008814308","S68574","008811007/008814308","S",0
"923","2016-09-28","04:20:55 PM","008811007","008812005","S68574","008811007/008812005","S",0
"924","2016-09-28","04:40:49 PM","008811213","008811130","S23787","008811213/008811130","S",0
"925","2016-09-28","04:40:58 PM","008811130","008811007","S23787","008811130/008811007","S",0
"926","2016-09-28","04:41:04 PM","008811007","008812005","S23787","008811007/008812005","S",0
"927","2016-09-28","04:41:39 PM","008814001","008814308","S68574","008814001/008814308","S",1
"928","2016-09-28","04:55:55 PM","008812005","008813003","S23787","008812005/008813003","S",1
"929","2016-09-28","05:54:21 PM","008812005","008813003","P8903","008812005/008813003","P",0
"930","2016-09-28","05:54:34 PM","008813003","008814001","P8903","008813003/008814001","P",0
"931","2016-09-28","06:38:04 PM","008892007","008891009","IC539","008892007/008891009","IC",0
"932","2016-09-28","08:01:42 PM","008892007","008892080","IC3641","008892007/008892080","IC",2
"933","2016-09-28","09:53:03 PM","008894201","008894151","IC3006","008894201/008894151","IC",1
"934","2016-09-28","10:07:21 PM","008822343","008821311","S11955","008822343/008821311","S",0
"935","2016-09-28","10:35:52 PM","008812005","008833001","IC522","008812005/008833001","IC",0
"936","2016-09-28","10:36:08 PM","008822004","008833001","IC4122","008822004/008833001","IC",0
"937","2016-09-29","06:37:12 AM","008896008","008812005","P7008","008896008/008812005","P",2
"938","2016-09-29","06:52:00 AM","008812120","008812112","S32278","008812120/008812112","S",1
"939","2016-09-29","06:52:20 AM","008833001","008812005","IC1728","008833001/008812005","IC",1
"940","2016-09-29","06:53:46 AM","008831005","008831401","P7305","008831005/008831401","P",0
"941","2016-09-29","06:56:19 AM","008833605","008833308","IC1729","008833605/008833308","IC",1
"942","2016-09-29","07:12:52 AM","008831401","008814001","P7305","008831401/008814001","P",2
"943","2016-09-29","07:26:50 AM","008884350","008884004","P7864","008884350/008884004","P",1
"944","2016-09-29","07:39:14 AM","008892007","008896149","IC706","008892007/008896149","IC",2
"945","2016-09-29","07:39:19 AM","008896149","008896008","IC706","008896149/008896008","IC",2
"946","2016-09-29","07:39:23 AM","008896008","008896388","IC706","008896008/008896388","IC",2
"947","2016-09-29","07:39:26 AM","008821717","008821600","IC4207","008821717/008821600","IC",2
"948","2016-09-29","07:41:29 AM","008814365","008814001","S23757","008814365/008814001","S",2
"949","2016-09-29","07:46:01 AM","008883006","008814001","IC3707","008883006/008814001","IC",1
"950","2016-09-29","07:59:47 AM","008833001","008813003","P7303","008833001/008813003","P",2
"951","2016-09-29","08:00:52 AM","008821121","008822004","IC4529","008821121/008822004","IC",2
"952","2016-09-29","08:01:20 AM","008821121","008812005","IC4529","008821121/008812005","IC",2
"953","2016-09-29","08:09:09 AM","008821006","008892007","IC1828","008821006/008892007","IC",1
"954","2016-09-29","08:10:39 AM","008895802","008892007","P7975","008895802/008892007","P",2
"955","2016-09-29","08:17:55 AM","008894201","008894508","IC1807","008894201/008894508","IC",1
"956","2016-09-29","08:17:59 AM","008891009","008892007","IC1807","008891009/008892007","IC",2
"957","2016-09-29","08:18:03 AM","008892007","008893120","IC1807","008892007/008893120","IC",1
"958","2016-09-29","08:18:07 AM","008893120","008894201","IC1807","008893120/008894201","IC",1
"959","2016-09-29","08:18:11 AM","008894748","008821196","IC1807","008894748/008821196","IC",1
"960","2016-09-29","08:18:19 AM","008821196","008821121","IC1807","008821196/008821121","IC",1
"961","2016-09-29","08:18:23 AM","008821121","008821006","IC1807","008821121/008821006","IC",1
"962","2016-09-29","08:19:37 AM","008813003","008833001","IC1718","008813003/008833001","IC",2
"963","2016-09-29","08:20:23 AM","008833001","008813003","IC1530","008833001/008813003","IC",2
"964","2016-09-29","08:22:07 AM","008812005","008814308","IC3429","008812005/008814308","IC",2
"965","2016-09-29","08:22:17 AM","008812005","008814308","IC3429","008812005/008814308","IC",2
"966","2016-09-29","08:25:42 AM","008819406","008812005","IC3631","008819406/008812005","IC",2
"967","2016-09-29","08:27:24 AM","008819406","008812005","IC3631","008819406/008812005","IC",2
"968","2016-09-29","08:29:40 AM","008833001","008819406","IC3631","008833001/008819406","IC",2
"969","2016-09-29","08:29:44 AM","008812005","008813003","IC3631","008812005/008813003","IC",2
"970","2016-09-29","08:29:48 AM","008813003","008814001","IC3631","008813003/008814001","IC",2
"971","2016-09-29","08:31:48 AM","008896008","008896735","IC709","008896008/008896735","IC",2
"972","2016-09-29","08:37:20 AM","008814308","008811171","S53558","008814308/008811171","S",0
"973","2016-09-29","08:43:12 AM","008821857","008821865","L2857","008821857/008821865","L",0
"974","2016-09-29","08:49:32 AM","008812005","008811916","IC2108","008812005/008811916","IC",2
"975","2016-09-29","09:06:18 AM","008821717","008821600","IC3431","008821717/008821600","IC",2
"976","2016-09-29","09:12:18 AM","008821121","008812005","IC4530","008821121/008812005","IC",2
"977","2016-09-29","09:25:25 AM","008891009","008892007","IC1809","008891009/008892007","IC",0
"978","2016-09-29","09:51:44 AM","008895208","008895422","S32259","008895208/008895422","S",2
"979","2016-09-29","09:51:54 AM","008813003","008812005","S32259","008813003/008812005","S",2
"980","2016-09-29","09:52:00 AM","008895802","008814001","S32259","008895802/008814001","S",2
"981","2016-09-29","10:11:15 AM","008812005","008892007","IC2831","008812005/008892007","IC",0
"982","2016-09-29","12:15:13 PM","008812005","008813003","S32283","008812005/008813003","S",0
"983","2016-09-29","12:15:18 PM","008813003","008814001","S32283","008813003/008814001","S",0
"984","2016-09-29","12:26:04 PM","008812005","008833001","IC510","008812005/008833001","IC",1
"985","2016-09-29","12:29:22 PM","008884004","008884350","IC1732","008884004/008884350","IC",0
"986","2016-09-29","12:29:33 PM","008884004","008884319","IC1732","008884004/008884319","IC",0
"987","2016-09-29","12:29:38 PM","008884319","008884327","IC1732","008884319/008884327","IC",0
"988","2016-09-29","12:29:44 PM","008884327","008884350","IC1732","008884327/008884350","IC",0
"989","2016-09-29","12:48:39 PM","008892007","008895802","IC3611","008892007/008895802","IC",0
"990","2016-09-29","01:10:36 PM","008812005","008822004","IC2011","008812005/008822004","IC",2
"991","2016-09-29","04:03:51 PM","008814001","008883808","P8741","008814001/008883808","P",1
"992","2016-09-29","04:06:58 PM","008813003","008841004","IC415","008813003/008841004","IC",1
"993","2016-09-29","04:07:14 PM","008841004","008841525","L5287","008841004/008841525","L",0
"994","2016-09-29","04:08:14 PM","008831005","008812005","IC2238","008831005/008812005","IC",0
"995","2016-09-29","04:08:33 PM","008831005","008812005","IC2238","008831005/008812005","IC",0
"996","2016-09-29","04:23:45 PM","008811510","008811601","S86565","008811510/008811601","S",2
"997","2016-09-29","04:23:52 PM","008811601","008811676","S85666","008811601/008811676","S",1
"998","2016-09-29","04:23:59 PM","008811601","008811676","S85666","008811601/008811676","S",1
"999","2016-09-29","04:24:14 PM","008811528","008811536","S86565","008811528/008811536","S",1
"1000","2016-09-29","04:24:21 PM","008811536","008811544","S86565","008811536/008811544","S",2
"1001","2016-09-29","04:24:33 PM","008811544","008811601","S86565","008811544/008811601","S",1
"1002","2016-09-29","04:24:43 PM","008811601","008811676","S85666","008811601/008811676","S",1
"1003","2016-09-29","04:37:26 PM","008892007","008891009","IC537","008892007/008891009","IC",1
"1004","2016-09-29","04:38:23 PM","008812005","008821535","IC3316","008812005/008821535","IC",0
"1005","2016-09-29","04:58:48 PM","008896735","008896008","IC737","008896735/008896008","IC",0
"1006","2016-09-29","04:58:53 PM","008896008","008814001","IC2314","008896008/008814001","IC",2
